"0"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"64"	"65"	"66"	"67"	"68"	"69"	"70"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"	"81"	"82"	"83"	"84"	"85"	"86"	"87"	"88"	"89"	"90"	"91"	"92"	"93"	"94"	"95"	"96"	"97"	"98"	"99"
"EVL"	0	7.45848051998491	0	0	6.61419803824446	2.94719858426206	0	0	6.42257798829477	5.70775916563176	0	7.85725019696069	6.86850503434793	0	0	6.5243796696372	3.20464156561042	0	4.84816621291315	6.3656153828604	0	1.26184970736786	0	0	0	6.1559444899862	5.36668730104713	6.17183230543268	5.73634185441932	6.96767632101093	7.00454689708516	4.337489176863	6.34253483432792	0	6.30507421083613	7.17890960293875	0	7.66412845193883	0	0	6.77983240285797	5.84142219398981	6.28107523479396	6.11863527200043	7.57480383329463	6.96616395203481	5.61440360695368	8.67122960202629	1.18187856602304	6.67436093176268	7.82491840176586	0	7.76434403171689	0	5.96162934722032	1.54619068511508	0	0	0	2.83051495345545	0	7.09496314680704	6.67182706525861	7.28820138182671	6.22542166787925	0	0	0	5.31101259133759	1.71160943667205	7.01773487985099	4.87901365552583	7.46918626879718	0	6.61821633359396	0	6.91765325079492	7.66943934054356	0	6.71372371730727	0	0.378944366857701	2.95643215044669	7.04832011659975	7.80967817246363	8.91627512480041	4.57009674604326	6.99765461683594	0	8.22638993802252	2.75309103029811	4.76144645041896	3.89190130085057	3.9295997616861	3.6973623882331	5.98244056867609	8.20833235583429	1.26840444940841	0	0
"B2M"	0	9.04790270265206	0	8.81429476334955	10.220146510425	9.97676660201564	9.92830246560036	10.8798096139842	9.75595054698012	11.1092960138655	9.89526942890642	11.031752300874	9.80899240128524	9.56185024793666	10.4929068505966	10.8348072314445	10.6285700640431	10.4441809983602	8.13088763773484	10.5506346355298	10.2711847570209	8.95789275263896	10.4128654578615	10.4935042973568	9.27621789819116	11.1634140144831	10.0669141976182	8.23277734754594	8.92822281827009	8.73007659035026	10.4763308403395	10.1979786010726	9.22596886325189	9.58231392786176	10.8366752034235	10.4874726021332	10.5277270613035	9.99642673985457	10.0281415760681	9.87850747415621	11.1042823152684	10.6559985616816	10.3678956094931	9.04489113507881	10.6160822632489	9.60952498034477	9.19446897603639	10.4312197150585	10.4044320381537	8.42988364130728	9.64217604102009	10.4927814723803	10.2659652706382	11.5048324216129	10.7630253106874	8.768118012224	10.9679858662045	10.6402151780704	8.90931868083118	10.1964205580435	10.1552545595186	10.4012002401961	9.67875601920245	10.5605524033317	8.68354098431196	9.97731118155384	9.11473059430432	10.6347715705993	9.82998165183026	10.4355520488494	10.3103920665152	9.99349531562764	9.95704308434902	10.0429573487958	10.9398734970252	10.4554069670763	9.44745042597215	9.66129537319152	9.27185962114606	8.96814865457801	10.7469223328371	10.7330983124079	11.0426487692243	10.5577364093255	9.65178625580588	10.2670281367535	11.3247477113625	10.6986568539186	10.2021230522701	11.0188158083291	11.2677746532661	10.9071840414931	11.1334461419694	9.8413187148697	10.937229388963	11.0350115003229	12.1502132436055	10.8390588970694	10.1623296415245	9.13235392330716
"CORO1A"	0	0	0	0	8.27702352904939	7.99100311955366	8.05166530969745	2.24420207293948	9.04428353582438	7.52484225009467	7.98964631437274	8.21525637376386	0.407689929803202	8.61279859029743	8.13151818324063	5.62776615609068	4.55947774104737	9.01555978855912	7.82230613466465	7.66366988651593	5.77942047786949	8.59540545501663	0	8.78798180752159	1.5491762786681	7.22582198813099	7.39525306637827	8.84487457888106	8.79247215066126	0	8.54868009747202	8.07601270090207	9.8875701867197	7.66467496883672	8.34365400999245	7.91258142866117	0	8.02653439755461	8.31810539327764	7.25225489182779	0	9.46654080289428	7.57694261075731	5.92204391147504	0	9.86453374274662	8.265482889097	3.14669106098201	3.49120277521455	0	3.57309211646076	8.23851914719334	8.7626143130159	7.55412826683728	7.0990764477455	9.23183120850241	9.00481745276931	1.47439450757446	4.47652167274723	8.80341130157206	7.76955720967235	8.5361688708484	9.5491134998559	7.83681948212953	6.33469358361913	6.65442981221649	6.87089829475874	6.89867127593498	7.84048016592402	7.62658675714929	8.19437072180395	8.68727265260997	7.40494049321056	2.73641004962628	10.0745534017726	7.35851389110495	7.68936961601515	9.14118770385993	8.57076577563521	8.94438556951706	8.14127224865697	8.11484137247876	0	5.06566493267494	7.42405977325225	8.18506213751312	8.62439590466733	8.76105095603141	8.69571086101138	8.90585412789714	5.89837452863425	7.80001201348592	5.47115266096608	7.85119571485709	7.89296853480171	8.0338259637677	7.60277842907908	7.76558360887398	1.14022895296003	0
"CYBA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81099621942138	0	0	0	0	0	0	0	2.26799115640893	0	0	0	0	0	4.96252958944012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63866455489008	0	0	0	6.32384362335815	0	0	5.33505121450269	0	0	5.01241536783657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714786220870266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44077683217349	1.6499786736032	0	2.35163115569688	0	0	0	3.21416677970571
"ACAP1"	0	0	0	0	0.624091534045982	7.00838951470021	8.57804493873734	5.8256350421266	7.19878692580376	0	0	0	0	0	0	6.01149362614803	0	0	0	6.86717345311202	0	0	0	0	7.39105064426273	0	0.974213573677825	0	6.41485365665865	6.68802099857832	0	6.97564921483706	2.53365304667205	0	2.00403749794694	7.30413179169472	6.41001642098893	7.24189403580337	0	0	0	8.00790691645828	0	6.95565292948461	5.01498231837281	5.87954673763295	3.14608819801955	0	6.84711198262789	0	7.48147954163316	0	0	0	0.509847829892816	0	6.66367493821667	0	0	0	7.33617562809041	0	3.49405329099473	0	0	0.381914586546335	8.48990963985175	6.30561965106411	6.06235078547073	0	6.6437319683839	6.02372375287258	5.74296229944881	0	0	6.15690481171432	0	0	0	0	7.13766714969649	7.14745222289573	0	7.15802279714115	8.12744730822833	5.2369402818636	3.36356079048528	6.67439426662626	2.34618535524794	4.11974958567936	0	0	4.85721417307697	0	0	0	0	4.91196236134254	0	0
"EVI2B"	0	0	0	0	0	0	0	0	5.98157983943131	0	5.88838137316566	0	0.171360570029611	0	5.28934573953124	5.00765210313107	0	0	5.98772764675835	0	6.87332672342673	5.89424251037814	0	0	6.78241944276503	0	4.5085408436977	0	0	0	0	0	6.41455264973992	5.96007122611753	0	0	0.077994918849497	0	0	0	0	5.97419314923896	0	0	1.38574025160346	0	0	0	5.82250404003237	6.4896098860824	0.306845500314283	0	4.85129830056009	0	0	0	5.59645515779532	2.28321061798453	0	0	0	0	0	0	0	0	0	5.71575474878235	0	0	0	0	5.82229778443711	0	0	2.09385084925276	6.05169706306814	5.8729779451991	0	0.563177659137516	0	1.01281178378128	0	0	0	0	6.31235859006869	0	0	5.68646943186762	5.41240251411387	1.71116007444483	4.34637969591614	0	0	4.8669475305836	0	0	0	0
"EVI2A"	0	0	0	0	0	0	0	0	6.12692682172723	0	0	5.54683860259191	0	0	0	0	0	0	0	0	7.01285211199351	0	0	0	0	0	0	0	5.95249362394629	0	4.9342324636813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60243787597121	0	0	0	0	6.44453306673951	0	0	5.98958274046094	0	0	0	0	0	0	0	0	0	0	0.178963168002437	7.03581039240263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63679106460092	0	0	0	0	0	4.59820618088257	0
"CCL5"	0	0	0	0	6.19872692266298	0	7.28302360397337	6.96715258006103	0	6.10364030755115	7.74315873382589	8.86123225407699	0	0	7.43539181996718	7.30941605270307	7.74703668706329	0	0	7.47674442208344	2.87516275630158	0	9.41215236805337	0	0	8.02650523927287	0	0	0	0	7.81640316562531	0	0	0	8.01560232574412	8.37792866189416	8.08352240808891	8.56299151513649	8.85053304291262	0	0	8.49320202656437	7.62093216132012	0	7.89190537043174	0	3.82343042424674	0	8.34838598251089	0	0	8.04949164243909	0	8.69666397212311	7.22019556668576	0	8.81537528971452	0	0	0	9.07073063946625	7.02150215830121	0	0	0	0	7.85238874418916	9.30936479930183	0	6.39302485687082	8.37614241058904	0	0	8.38276377210816	7.86065378426876	0	0	0	0	8.5509554801706	8.98365951270462	7.95110102925074	10.0260680156984	0	6.98122955755526	8.496992109735	8.53134511974029	2.99990441828736	7.86886026494183	8.49359722173817	9.36962100933661	8.69975049325125	8.57675475827584	0	8.20001786327025	8.62674892511513	8.72331267623416	9.13165718108938	0	0
"CCL4"	0	0	0	0	0	0	0	5.57583327707011	0	6.67997067315336	8.95619651710117	0	0	0	0	0	0	0	0	0	0	0	8.49809382226368	0	0	7.22134592695825	0	0	0	0	0	0	0	0	0	0	8.3539631951657	0	0	0	0	0	8.19695723044674	0	0	0	6.85665173543337	0	0	0	0	7.62149404044029	0	9.12865252451163	8.85249536495743	0	2.11108474454893	0	0	0	8.62525788473624	0	0	0	0	0	10.135655155171	6.11021831505893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55829913143099	0	0	6.58629817851245	0	7.95839245863516	0	0	0	6.25291894609033	5.51942742039827	0	8.0324098960107	0	0
"FMNL1"	0	0	0	0	0	0	0	0	0	0	0	0	0	6.78624309357947	0	1.98637816704302	4.74477787733388	0	0	0	4.65360178612038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85605308781634	0	0	0.718780262073795	0	5.36652085530532	0	0	0	0	0	0	1.31819534611062	0.548022252771637	0	0	6.36431923810971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05201586297332	4.69545993943998	0	0	0	0	6.09320562781463	0	0	7.38125775820898	0	7.87077928070541	0	2.07279524737536	0	7.212352898906	0	0	6.97380985052403	0	2.55491541631544	4.39437008476461	0	0	1.13830334197986	0	0	0	0	0
"DDX5"	3.28278523943909	8.15555212751605	0	5.0904296188713	5.56962506242978	6.6894738949927	7.09935748971029	9.03341435635424	6.98852041466192	8.37035694385336	6.62086363344135	5.52871820625188	0	4.26276237206064	7.64335173540467	6.59020722120919	6.94681669887714	0.343771648270918	2.24066847131328	7.52296789817205	7.356332852176	8.16938624461658	8.09776810880318	7.38707401434001	0	7.71683297099566	7.06240799420924	7.78678962303683	7.14488365269416	6.85541968032023	8.73984331080571	8.10858728582452	6.23270526478051	7.95704537765838	5.90606778439398	8.71503682494264	6.71818227141864	7.05178111913115	7.08158058205898	7.18606252449896	6.02725094171613	7.96100405420633	8.89059990401083	0	4.6345026615642	6.14014713403861	0	0.526309240805864	6.27909850173846	7.57143805998189	0	7.48158093257643	6.57354630891167	8.95702613116418	7.50310071088193	7.61358491319474	5.29321302113478	0	8.07265576601236	8.22288428682783	5.23635369967733	8.52657494196131	6.51598062405849	8.42317622257565	6.0991622076497	6.08177314637396	8.3403893987383	0.896023788576961	1.11668413721352	6.77443602698169	0	1.14127582554126	8.83362575918647	8.05489627307252	7.72366271898351	7.46056000414426	7.96960881596604	6.97122923060915	6.57907980659789	7.82633791471416	6.51401839501656	7.946295155652	6.02205260521865	5.43020764907844	7.8059028016443	6.54176757392493	8.51465445175334	6.80525543317676	7.14779623238182	1.18173865968866	7.30650249874241	7.11475711210001	0	5.03541320808778	5.95093329577801	6.61383969553265	3.03327674229073	6.05408547847624	5.48189660348855	6.7438542210795
"CD7"	0	0	0	0	1.38003674428854	0	0	0	0	0.938014731736851	0	0.599013033845832	0.787883758537173	0	0	0	0	0	0	0.922890480251212	0	0	0	0	0	0	0	0	1.91199446810395	0	0	0	0	0	0	3.09565441671493	0	0	0	0	0	1.66361332048992	1.38013097160492	0	0	0	0	2.60250914046502	0	0	0.921565817158344	0	0	0	1.73053996906692	0	2.02701600489296	0	0	0	0	0	0	0	0	1.05670837157388	0.803987454587361	0	0	0	0.210239225393194	0	0	0	0	0	0	2.34132827484543	0	0	0	0	4.1301763868123	0	3.77240827594248	0	0.329571408229585	0	1.02640348497866	0	0	0	0	0	0	0	0	0	0	0
"MYO1F"	0.172180254034979	0	0	0	0	0	3.00098069922784	6.69399759510289	0	5.52271302529688	0	4.89467081915339	0	6.75372900721181	5.0563910405865	6.31330209257546	6.03270191435786	0	0	4.16117986282153	0	0	0	0	0	6.21105464797949	0	0	0.841981167412629	0	5.49484886589574	0	0	6.77556761651722	0	6.8688637828613	0	0	5.31830201657293	0	0	5.63272015037017	7.14973208288646	0	0	0	0	0	7.47902323651786	0	0	7.30415506984428	0	6.75696375545209	0	0	0	0	0	0	5.89221104212373	4.76806096245897	0	0	2.29276113915147	0	6.73425425277817	0	0	6.46570189342689	7.43429286630554	0	0	6.16176980373459	0	0	0	0	0	0	0	0	6.56373350694746	6.32745833252905	0	4.82408401451456	0	0	0	5.91250209125358	0.25579075367908	6.107078319064	0	0	2.59946776905043	0	0	0	0	0
"FXYD5"	0	0	0	0	0	0	6.62017157599231	0	6.93857608975957	0	0	6.93040193110709	0	0	6.82956355423646	6.68732822857634	5.43805959258857	7.02829530587189	7.12344075774082	0	6.24807784961994	0	0	7.08317166141782	0	0	0	0	7.27889274586181	5.09518432168759	6.80872084235295	6.31428268832007	0	0	0	0	0	0	0	6.44783091892128	7.91027473260093	7.17790583611005	6.47707435189754	0	0	0	0	7.44213005087919	0	7.67152889530324	4.562354171509	6.47097344691785	0	0	6.44018730714794	5.1099284147716	0	7.20514233839642	0	6.40545328988465	0	0	0	0	0	5.84716210607093	0	2.60805222046695	6.16671022362191	0	6.71032430707294	7.2681990343765	7.59560144906883	7.44104277876619	6.4016992345925	6.76984855225392	6.99268698235377	6.06789401379498	5.0216547235227	8.16749662630731	0	0	1.67860830759981	7.18504399451166	6.19721924916033	0	0	6.32568610543994	0	0	0	0	6.48436937578055	6.48640128324514	6.9134954999634	2.60272766296467	0	6.43325159022404	0	0
"HCST"	0	0	0	0	0	0	0	7.8341980972346	0	7.63749512219511	0	6.83382961129224	0	0	0	0	0	0	0	0	6.74868985628973	0	0	0	0	6.59555527817671	0	0	4.47396090754415	0	7.18722922855062	6.25990743445731	0	0	8.52956931169979	0	7.62345114066689	0	0	0	6.46282468044469	0	5.65218673886534	0	0	0	0	0	0	0	0	0	0	0	6.66719927230154	0	0	6.8661330259984	0	0	0	0	0	0	0	0	0	6.59490410378666	0	6.96412503949011	0	0	0	0	6.64927543727772	0	0	0	0	6.918254315327	0	0	0	0	0	7.24331481791652	6.9403696298927	0	6.19594518498573	7.43334916614733	0	0	0	4.57858493779868	4.83592912569876	4.97280383831852	0	0	0	0
"GMFG"	0	0	0	0	5.47830658868787	5.80215779549971	0	0	0	0	0	0	0	0	0	0	2.29366770409468	0	0	0	4.01849976082492	0	0	7.31851090511506	0	0	0	6.13591650634939	0	0	0	0	0	0	0	0	0	0	0	0	6.33670113757385	0	0	0	7.726838640246	0	3.73277172130498	0	0	0	0	0	0	0	5.31948715513461	4.53288046046977	0	7.13918981479154	0	0	0	6.68720321464103	0	0	0	0	0	0	0	6.98539124494352	0	7.11991897149567	0	0	0	6.36423675654937	0	0	0	0	0	0	5.44221665880242	0	0	0	0	0	0	0	0	0	7.06842005827821	5.68531450866437	0	0	0	0	0	5.55650237608227
"CD37"	0	6.07734833404656	0	0	1.08503027477315	0	0	5.43317679702449	7.02786973527331	6.975125952739	4.87135281220089	6.37875419064448	6.30420381581126	7.28296468814907	7.51009699217481	5.69886271221249	0	0	6.82727143317988	0	0	7.62538944250983	0	0	6.64565886467682	1.5062058499073	0	2.68791171696721	4.38945254799326	7.85743198252642	0	0	7.40097359253683	0.776398815326478	0	3.39220749896897	5.89328890912003	5.86325682410043	3.13825090846544	4.75630225239787	3.88920775843745	5.23605400303483	0	0	7.1229195997997	6.69875466544327	2.56575800789027	4.36247549960966	5.09446157890387	8.44994716966818	5.73998955762838	6.86692713649191	4.89039659147645	0	7.36904956341755	0	7.25263771351859	6.78685560553203	0	0.712366867879492	6.01232306371118	0	6.90109943134621	6.75953217468275	8.95330985685898	7.02040363446362	4.43712518032105	7.24133234865581	4.90500568598368	6.69868022234403	0	1.35005588462451	5.84316682230813	0	0	1.36181888092897	0	7.18384744081785	0	0	6.07971325022952	0	8.31866743871014	5.81684312158872	6.09341608537718	6.70996853207222	6.66769701903238	5.79009300876404	4.84656351839473	5.49711030469604	4.91861235344786	0	6.98029440907551	0	4.86173011150311	0	0	5.79178021690987	7.59809576174877	7.27782234200981
"NKG7"	0	0	0	0	0	0	7.80569215987633	0	0	10.1886969510668	7.39559985316943	7.57516436213586	0	0	6.89198609154274	0	0	0	0	8.94110695668381	9.03932532773724	0	0	0	0	10.2025848124828	0	0	0	0	8.694177299606	0	0	0	0	0	7.9335134492554	8.51255180402068	0	0	0	0	7.93793030915952	0	0	0	9.27668599298309	0	8.01240586950061	0	0	6.7715257840217	0	0	7.02937955649635	0	8.87000788587646	0	0	0	8.84520120075554	0	0	0	0	0	0	8.21378055986851	0	0	0	0	0	9.10221527757751	8.08891175674012	0	0	0	0	8.93608433843165	7.84231790598418	0	9.67928931686302	0	0	7.83478736530205	0	0	7.14141889364132	0	9.73488100628025	8.58168668448386	8.21126281271456	0	8.8946758205928	8.65935750577627	0	8.00210350434805	0	0
"CST7"	0	0	0	0	0	0	7.75470715401136	0	0	7.83874230388189	6.47458481553539	0.474648894834186	0	0	8.72593402092518	6.76687643864019	0	0	0	8.22696835409974	6.1627069246897	0	0	0	0	7.85506324298968	0	0	0	0	6.7127021078852	0	0	0	5.39004476297766	0	7.72527054089474	7.44185003279147	0	0	0	0	7.30024711731962	0	0	0	0	0	0	0	0	2.32770173357701	0	7.56815602403371	5.87102031865362	0	7.46857899999285	0	0	0	6.50325840487239	6.96218437014196	0	0	0	0	7.94448993771288	0	0	6.77474160410983	0	0	0	6.932033879537	7.39709957925021	0	0	0	0	7.80322942628415	6.73151332350416	0	8.38623249394007	0	6.83539332147586	0	0	6.68295091604683	8.75225217824867	8.17885996885084	6.32113511607151	7.45094488942568	7.85559839541482	0	8.14180434046573	8.38419165965136	7.97961908508874	8.62853124260841	0	0
"STK4"	0	0	0	2.55053132683583	4.78269005172251	0.694202691207327	2.62588531587682	5.2758827568875	0	0	1.50137799652352	3.31032848592781	2.69875855415632	0	0.407037254581679	0	0	0	5.07672368910594	0	5.93146677840444	2.81317372078996	0	5.78465944640607	1.61616005400153	1.09862167722896	5.67525957353313	0	3.9345683961578	0	0	0	0	0	0	6.51050578469892	5.71442412599566	0	1.18255247007555	2.09340805643508	0	0.0631577586603222	3.97099810063039	0	0	0	0	5.35360806122089	3.73680075684127	0	0	3.98941334771979	0	0	5.49483158936374	5.68447990001915	2.78987528686631	0	2.84577504915182	0	0	0	0	1.42732189631074	0	4.45249659853693	6.77940301080628	0	0	4.4290702477972	0	6.08419780997614	0	3.67543093535564	0	1.81118739593287	0	0	0	0.874568791584825	0	0	0	0	4.34369704300087	6.83027624329696	0	0	3.02762295736631	0	0	0	0	0.217689823519408	3.91778116799437	5.11384174502831	0	0	0	0
"SAMSN1"	0	0	0	0	0	0	0	0	6.33373034539969	0	0	0.667165486858899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.043888650375	0	0	0	0	0	0	0	0	0	0	0	0	3.67270932692547	3.80166878730978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03818527734931	0	0	0	0	0	0	0	0	0	0	0	6.31595507233	0	0	0	0	0	0.623295662500173	0	0	0	0	0	0	0	0	5.70245447697567	0	0	0
"ITGB2"	0	0	0	0	5.21282882942652	6.47152093937248	7.725713212877	3.91252628214058	6.7974966925818	8.65557676702145	6.98151157082301	7.66993305640033	7.42925825868822	0	0.151988666422506	7.28878792895115	7.37139463344886	7.21054004647518	0	7.24294580058924	7.42925850979947	6.62504015419505	0	7.19300643906119	0	7.51766356223212	4.61449666281253	8.17139845265589	5.89588859717538	7.86428824422262	7.66589249110506	0	8.15919634063649	0	7.59966570372047	0.602561398856606	7.1317828952189	2.41239675535596	6.36555152184137	0	3.58978026241118	5.76818988377463	7.71040090709663	6.7640793834396	6.52102230371547	7.77389732098543	7.52662701224445	0	8.54948250767036	0	0	7.32531274163704	4.8291945168911	5.05512752729632	6.79957511776818	5.1647520925581	0	0	9.24399522881089	6.75480534635668	7.27066535657624	6.57791065303181	0	5.04890967562131	6.40849075310945	0	0	5.77897230857445	0	8.8498244771801	7.17701462954961	0	0	8.82465585412105	8.99929597904275	7.50935048476578	0.778107626274481	0	0	8.7702727679721	0	7.5064061313123	0	0	6.92883373509432	0.990751598475591	6.99197391416578	4.38286573069125	7.87043802389215	5.51980449193723	8.13887379171872	6.57327226526628	0.712005816554569	5.02416983398644	5.80363906544867	6.65740163217526	0	5.40876517998798	0	3.42024388699517
"PIK3IP1"	0	0	0	0	0	0.061527376027941	0	0	0	0	0	0	6.75149880260908	0	0	0	0	6.03219894485801	0	0	0	0	7.39036072944124	6.13630542557573	0	5.84831696901153	0	6.24232106530219	4.75997870242383	0.362823330284958	6.20695905242565	5.76329949034679	7.31719144387383	0	0	0	5.37968714874672	0	0	7.98277646982118	5.04904956516642	6.57348935332369	0	6.92081658723359	7.89638659857142	0	0	0	0	6.28501467372348	0	0	6.59510288937224	0	0	7.02004264642075	0	7.43010325173171	7.22806194277984	5.61510873830746	0	0	6.83272067738814	7.07107154843514	0	6.52809695802466	0	7.11667488532176	0	6.42264172880433	6.05315761494075	5.38262817634345	0	4.94154581513938	0	5.77359842177627	0	0	6.55093128466314	6.84075388372167	0	0	0	0	6.86440123259306	7.27762058816891	5.3565178198793	0	0	6.62196774523475	7.58559571988744	0	5.1881726169828	0	5.38038902594463	0	0	5.71742747672492	0	0
"TMSB4X"	0	0	0	3.52807491638135	8.5112469499418	6.2111927138194	9.00614696842533	8.36181401304801	8.57333222149624	9.12294094758502	8.20304959488652	8.8574427135045	7.4501537648569	9.13645534480988	7.87735009255419	6.31744228142054	8.03611793719058	6.72928546917093	7.9283183234675	8.36358864815551	9.2506002151967	8.09281764828914	8.37990305738466	9.39713308755117	0	9.03240061106164	7.16010729396414	8.45367198080556	6.41637227621987	7.67806457890828	8.53428657786561	8.47591703869886	8.17262822181956	6.85483697392046	8.29597569441579	9.41047005023698	6.9448219095614	8.37780488507751	8.09127457835452	6.97153688650012	8.91181916008051	0	8.85895274575382	7.90024595335906	9.21106535877832	8.41459810073695	7.30243503589659	7.33500510815245	9.0219638018528	7.86412719728355	8.27463030288752	9.18761339262539	8.73989564957003	8.93547100408298	8.4812816634658	6.55846280720483	8.53618076274974	8.01547956101835	7.5638805938366	7.31552647088681	8.87670261253878	8.94626839501365	7.04720245367582	7.87767088655017	9.17969834165048	6.87815773873138	8.26823445768874	7.13341474425332	6.81498178323129	8.382505666693	7.67944814873465	8.75902946592115	0	9.02613152399354	8.97712997847339	8.63248224059373	7.86490106126725	8.7639992427717	8.39060307543377	7.43152459838629	0	9.15686758284268	6.46991982973202	7.81776163704797	8.14242732558476	8.29382488769351	9.44974951932506	7.89339570497729	8.5243494604188	8.54487458504736	9.70794147677026	9.37148051848507	9.96313096624204	9.11980471864099	9.65982236626225	9.32431146356549	9.80352760964905	9.57755698427071	7.8105035147925	5.93993810984578
"IL2RG"	0	0	0	0	0	0	0	7.14812408935666	0	0	6.55624117223941	0	0	0	0	0	0	0	6.30890416462369	6.64306667532648	5.79007371497661	0	7.01810657450152	0	7.27918906218045	6.94833265321628	0	5.97481768500779	5.9861408028637	0	0	0	0	0	0	8.05862983207081	7.67412968525557	8.04012837129308	6.2634093075481	6.17720942243736	7.19990767140501	7.12501529887326	0	1.96806862747882	7.82744477705376	0	0	0	7.44111176907727	0	7.05620232127194	2.03938408746859	7.96808072689313	8.97121623771701	7.67786795504584	6.51087174801944	8.14831046566532	0	7.39800604043095	6.74778038115703	0	0	7.57255737081844	6.499110483159	0	0	0	0	7.68696113558703	7.15542867011627	6.43839782245702	0	0	7.18343133051718	8.15613941742431	0	0	6.45408703833713	8.20770859960029	6.93511494492221	0	0	5.72697340919635	8.28035729293617	7.56255894274263	8.5110318376717	6.54605637328898	8.43365120067519	6.60471526141103	0	7.4009677879772	6.85222074430844	8.02351917899849	6.460810209008	3.63981792208052	7.5282564763343	0	6.20906281031467	6.00097056213592	0
"CALM1"	0.343248619578508	9.09084663076106	0	6.6022172306548	8.09025594082818	6.63897292378558	6.49565967035471	3.41644794568167	0.537176769545375	6.83185013974868	7.69252051605921	7.2273223208845	2.2857365894231	6.88351683781996	0.112059534021317	7.46788338476324	8.92983812238366	5.29574836697467	0	8.20441693880605	4.46416637274168	0	7.76325997994559	7.04195893825037	0	7.07305391933159	8.54929193088593	6.21083885712987	6.53770514547229	5.87434599175589	0	6.54975125170241	3.26362188387215	0	6.24441464373294	7.61660662393668	8.34887679726791	0	1.11515312951952	7.3264569924478	4.52071515817499	0	5.13410427063795	0	8.38489156512859	6.07663369914283	1.47738720531761	0	7.19980326101764	6.76285677918742	0	7.43598797302291	8.45613802542971	7.53116940775366	5.97497847870194	6.69454036746107	7.95130669039679	8.09236507622948	0	0	0	6.84612582571911	0	5.674325336058	0	5.37247611106921	0	4.77798931635839	7.13175758867249	7.03949781625793	0	0.746587948771396	5.01824558751628	8.37737557393829	6.45719879659547	7.09354390856855	6.61340700292484	7.44411889627615	5.10556829615595	7.23948874182642	8.54986277732736	7.54955204710187	4.8901528705147	3.00235868059091	7.85595376648128	0	5.69483173080048	7.16082622605811	7.90103937778988	6.95063497702163	7.891467186767	6.37526537793629	6.76814752896628	7.82493322671036	5.10986157070641	5.50066408556088	8.95061803584334	6.45046962338517	0	6.53912468243457
"ABI3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87279958528729	0	0	0	0	0	0	0	0	0	6.52192011337679	6.44798064232352	0	0	0	0	0	0	0	0	0	0.528081169364023	0	3.33750987136948	0	0	0	0	0	2.13300119909105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02198689125377	0	0	0	0	0	0	0	0	0	0	0.368701310396333	6.61911099908707	0	7.24529779969114	0	0	0	0	2.54797538178808	6.93993235223973	0	0	0	0	0	0	0	0	0	0	0	0	6.19229715488009	0	0	0	0	0	0	0
"GIMAP7"	0	0	0	0	0	6.53075152813781	0	4.37284068858779	6.43309047951708	0	7.21720444109188	6.30536228004981	0	0	0	7.1889699536645	6.911706080645	7.5447895992307	0	3.22152138893804	6.16780127475733	0	0	0.394514141955959	0	3.16646801279591	2.57869482269014	3.8957766549221	5.70855283065211	0	7.11033870681155	7.19377430555773	0	0	0	6.85938445252233	0	7.15511228760382	7.72479063302101	0	0	0	0	6.64959059966177	6.61822617293982	0	7.40448073627153	7.1388404709202	0	0	0	0	6.44429650713222	0	5.19649452585965	1.01430529772821	6.53424093181894	0	6.32129749935933	6.0284836222441	6.28875443684905	5.29295913092723	0	7.87856553036992	0	0	0	0	0	6.97642252471915	7.9185148618637	5.86571149882662	0	3.38784639122624	5.81999229368885	5.55713250428221	5.96516275319145	0	6.64151264903846	7.26830132442413	0	0	8.37137799167882	0	0	0	0	0	0	0	6.81424521555001	6.63292833013053	0	5.61641886672249	0	5.96644477236149	8.6448541534325	5.87078858769938	0	0
